"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","01","Domestic","01","Holiday","Euro Million","106"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","01","Domestic","02","Business","Euro Million","36"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","01","Domestic","03","Visiting friends/relatives","Euro Million","17"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","01","Domestic","08","Other reasons","Euro Million","25"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","02","Outbound","-","All reasons for journey","Euro Million","983"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","02","Outbound","01","Holiday","Euro Million","647"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","02","Outbound","02","Business","Euro Million","200"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","02","Outbound","03","Visiting friends/relatives","Euro Million","77"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q2","2002Q2","02","Outbound","08","Other reasons","Euro Million","59"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","01","Domestic","-","All reasons for journey","Euro Million","299"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","01","Domestic","01","Holiday","Euro Million","219"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","01","Domestic","02","Business","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","01","Domestic","03","Visiting friends/relatives","Euro Million","26"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","01","Domestic","08","Other reasons","Euro Million","26"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","02","Outbound","-","All reasons for journey","Euro Million","1359"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","02","Outbound","01","Holiday","Euro Million","1041"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","02","Outbound","02","Business","Euro Million","172"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","02","Outbound","03","Visiting friends/relatives","Euro Million","87"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q3","2002Q3","02","Outbound","08","Other reasons","Euro Million","58"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","01","Domestic","-","All reasons for journey","Euro Million","205"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","01","Domestic","01","Holiday","Euro Million","96"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","01","Domestic","02","Business","Euro Million","50"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","01","Domestic","03","Visiting friends/relatives","Euro Million","32"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","01","Domestic","08","Other reasons","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","02","Outbound","-","All reasons for journey","Euro Million","849"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","02","Outbound","01","Holiday","Euro Million","469"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","02","Outbound","02","Business","Euro Million","215"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","02","Outbound","03","Visiting friends/relatives","Euro Million","118"
"HTQ01C4","Estimated Expenditure by Irish Residents","2002Q4","2002Q4","02","Outbound","08","Other reasons","Euro Million","48"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","01","Domestic","-","All reasons for journey","Euro Million","184"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","01","Domestic","01","Holiday","Euro Million","96"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","01","Domestic","02","Business","Euro Million","36"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","20"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","01","Domestic","08","Other reasons","Euro Million","33"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","02","Outbound","-","All reasons for journey","Euro Million","746"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","02","Outbound","01","Holiday","Euro Million","435"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","02","Outbound","02","Business","Euro Million","185"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","78"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q1","2003Q1","02","Outbound","08","Other reasons","Euro Million","47"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","01","Domestic","-","All reasons for journey","Euro Million","201"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","01","Domestic","01","Holiday","Euro Million","112"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","01","Domestic","02","Business","Euro Million","37"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","01","Domestic","03","Visiting friends/relatives","Euro Million","21"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","01","Domestic","08","Other reasons","Euro Million","31"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","02","Outbound","-","All reasons for journey","Euro Million","1109"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","02","Outbound","01","Holiday","Euro Million","749"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","02","Outbound","02","Business","Euro Million","223"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","02","Outbound","03","Visiting friends/relatives","Euro Million","75"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q2","2003Q2","02","Outbound","08","Other reasons","Euro Million","62"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","01","Domestic","-","All reasons for journey","Euro Million","361"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","01","Domestic","01","Holiday","Euro Million","264"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","01","Domestic","02","Business","Euro Million","36"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","01","Domestic","03","Visiting friends/relatives","Euro Million","29"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","01","Domestic","08","Other reasons","Euro Million","32"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","02","Outbound","-","All reasons for journey","Euro Million","1380"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","02","Outbound","01","Holiday","Euro Million","1037"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","02","Outbound","02","Business","Euro Million","188"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","02","Outbound","03","Visiting friends/relatives","Euro Million","104"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q3","2003Q3","02","Outbound","08","Other reasons","Euro Million","51"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","01","Domestic","-","All reasons for journey","Euro Million","225"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","01","Domestic","01","Holiday","Euro Million","104"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","01","Domestic","02","Business","Euro Million","49"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","01","Domestic","03","Visiting friends/relatives","Euro Million","44"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","01","Domestic","08","Other reasons","Euro Million","28"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","02","Outbound","-","All reasons for journey","Euro Million","858"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","02","Outbound","01","Holiday","Euro Million","499"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","02","Outbound","02","Business","Euro Million","196"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","02","Outbound","03","Visiting friends/relatives","Euro Million","110"
"HTQ01C4","Estimated Expenditure by Irish Residents","2003Q4","2003Q4","02","Outbound","08","Other reasons","Euro Million","53"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","01","Domestic","-","All reasons for journey","Euro Million","197"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","01","Domestic","01","Holiday","Euro Million","98"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","01","Domestic","02","Business","Euro Million","45"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","01","Domestic","08","Other reasons","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","02","Outbound","-","All reasons for journey","Euro Million","801"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","02","Outbound","01","Holiday","Euro Million","459"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","02","Outbound","02","Business","Euro Million","219"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","81"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q1","2004Q1","02","Outbound","08","Other reasons","Euro Million","43"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","01","Domestic","-","All reasons for journey","Euro Million","235"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","01","Domestic","01","Holiday","Euro Million","130"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","01","Domestic","02","Business","Euro Million","51"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","01","Domestic","03","Visiting friends/relatives","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","01","Domestic","08","Other reasons","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","02","Outbound","-","All reasons for journey","Euro Million","1079"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","02","Outbound","01","Holiday","Euro Million","761"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","02","Outbound","02","Business","Euro Million","169"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","02","Outbound","03","Visiting friends/relatives","Euro Million","102"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q2","2004Q2","02","Outbound","08","Other reasons","Euro Million","47"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","01","Domestic","-","All reasons for journey","Euro Million","400"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","01","Domestic","01","Holiday","Euro Million","289"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","01","Domestic","02","Business","Euro Million","34"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","01","Domestic","03","Visiting friends/relatives","Euro Million","32"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","01","Domestic","08","Other reasons","Euro Million","44"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","02","Outbound","-","All reasons for journey","Euro Million","1540"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","02","Outbound","01","Holiday","Euro Million","1178"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","02","Outbound","02","Business","Euro Million","206"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","02","Outbound","03","Visiting friends/relatives","Euro Million","95"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q3","2004Q3","02","Outbound","08","Other reasons","Euro Million","61"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","01","Domestic","-","All reasons for journey","Euro Million","206"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","01","Domestic","01","Holiday","Euro Million","109"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","01","Domestic","02","Business","Euro Million","32"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","01","Domestic","03","Visiting friends/relatives","Euro Million","35"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","01","Domestic","08","Other reasons","Euro Million","31"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","02","Outbound","-","All reasons for journey","Euro Million","838"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","02","Outbound","01","Holiday","Euro Million","530"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","02","Outbound","02","Business","Euro Million","148"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","02","Outbound","03","Visiting friends/relatives","Euro Million","109"
"HTQ01C4","Estimated Expenditure by Irish Residents","2004Q4","2004Q4","02","Outbound","08","Other reasons","Euro Million","51"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","01","Domestic","-","All reasons for journey","Euro Million","188"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","01","Domestic","01","Holiday","Euro Million","92"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","01","Domestic","02","Business","Euro Million","43"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","01","Domestic","03","Visiting friends/relatives","Euro Million","27"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","01","Domestic","08","Other reasons","Euro Million","26"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","02","Outbound","-","All reasons for journey","Euro Million","949"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","02","Outbound","01","Holiday","Euro Million","595"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","02","Outbound","02","Business","Euro Million","198"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","02","Outbound","03","Visiting friends/relatives","Euro Million","102"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q1","2005Q1","02","Outbound","08","Other reasons","Euro Million","55"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q2","2005Q2","01","Domestic","-","All reasons for journey","Euro Million","274.6"
"HTQ01C4","Estimated Expenditure by Irish Residents","2005Q2","2005Q2","01","Domestic","01","Holiday","Euro Million","161.1"
