"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE04","Northern and Western","Thousand","962"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE05","Southern","Thousand","1600"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE06","Eastern and Midland","Thousand","363"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","-","State","Thousand","44"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE04","Northern and Western","Thousand","10"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE05","Southern","Thousand","14"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE06","Eastern and Midland","Thousand","21"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","-","State","Thousand","1120"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","344"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE05","Southern","Thousand","508"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","268"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","-","State","Thousand","99"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE04","Northern and Western","Thousand","23"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE05","Southern","Thousand","40"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE06","Eastern and Midland","Thousand","36"
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20203","2020Q3","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","-","State","Thousand","1136"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE04","Northern and Western","Thousand","295"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE05","Southern","Thousand","454"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE06","Eastern and Midland","Thousand","387"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","-","State","Thousand","286"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE04","Northern and Western","Thousand","68"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE05","Southern","Thousand","125"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE06","Eastern and Midland","Thousand","92"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","-","State","Thousand","40"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE04","Northern and Western","Thousand","4"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE05","Southern","Thousand","13"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE06","Eastern and Midland","Thousand","24"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","-","State","Thousand","557"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","138"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE05","Southern","Thousand","241"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","178"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","-","State","Thousand","253"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE04","Northern and Western","Thousand","84"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE05","Southern","Thousand","76"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE06","Eastern and Midland","Thousand","93"
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20204","2020Q4","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","-","State","Thousand","278"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE04","Northern and Western","Thousand","72"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE05","Southern","Thousand","145"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE06","Eastern and Midland","Thousand","61"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","-","State","Thousand","4"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE04","Northern and Western","Thousand","4"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE05","Southern","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE06","Eastern and Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","-","State","Thousand","23"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE04","Northern and Western","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE05","Southern","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE06","Eastern and Midland","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","-","State","Thousand","151"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","42"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE05","Southern","Thousand","85"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","24"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","-","State","Thousand","100"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE04","Northern and Western","Thousand","19"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE05","Southern","Thousand","53"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE06","Eastern and Midland","Thousand","29"
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20211","2021Q1","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","-","State","Thousand","990"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE04","Northern and Western","Thousand","311"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE05","Southern","Thousand","395"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE06","Eastern and Midland","Thousand","284"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","-","State","Thousand","488"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE04","Northern and Western","Thousand","159"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE05","Southern","Thousand","260"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE06","Eastern and Midland","Thousand","68"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","01","Holiday","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","-","State","Thousand","27"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE04","Northern and Western","Thousand","5"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE05","Southern","Thousand","8"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE06","Eastern and Midland","Thousand","15"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","02","Business","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","-","State","Thousand","390"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE04","Northern and Western","Thousand","114"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE05","Southern","Thousand","109"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE06","Eastern and Midland","Thousand","167"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","03","Visiting friends/relatives","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","-","State","Thousand","85"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE04","Northern and Western","Thousand","33"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE05","Southern","Thousand","18"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE06","Eastern and Midland","Thousand","34"
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20212","2021Q2","08","Other reasons","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","-","State","Thousand","2808"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE04","Northern and Western","Thousand","745"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE05","Southern","Thousand","1377"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE053","South-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE06","Eastern and Midland","Thousand","687"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE061","Dublin","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE062","Mid-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","-","All reasons for journey","IE063","Midland","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","-","State","Thousand","1982"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE04","Northern and Western","Thousand","541"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE041","Border","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE042","West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE05","Southern","Thousand","1030"
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE051","Mid-West","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE052","South-East","Thousand",""
"HTQ17C01","Number of Trips by Irish Residents","20213","2021Q3","01","Holiday","IE053","South-West","Thousand",""
